date,pace,distance,heart_rate,calories
2015-10-21,6.41,13.9,165,1164.8
2015-10-22,5.12,8.2,185,801.6
2015-10-23,6.50,7.8,156,601.0
2015-10-24,5.32,10.0,189,977.3
2015-10-25,7.56,6.8,145,472.6
2015-10-26,6.70,10.7,157,826.9
2015-10-27,5.93,9.9,176,899.0
2015-10-28,7.16,11.0,141,772.0
2015-10-29,5.38,8.1,183,793.3
2015-10-30,6.68,11.9,155,914.7
2015-10-31,6.68,11.8,156,910.9
2015-11-01,6.53,9.3,150,716.5
2015-11-02,5.16,7.4,185,724.1
2015-11-03,6.22,6.8,162,574.5
2015-11-04,5.87,7.2,175,652.6
2015-11-05,7.59,12.7,144,889.2
2015-11-06,5.89,14.0,179,1278.5
2015-11-07,5.52,9.9,175,902.8
2015-11-08,6.84,9.4,153,720.5
2015-11-09,6.03,12.0,162,1005.0
2015-11-10,5.79,11.7,173,1061.8
2015-11-11,5.84,10.9,173,996.0
2015-11-12,6.23,9.4,167,789.1
2015-11-13,6.49,11.0,163,920.8
2015-11-14,5.31,10.9,183,1072.9
2015-11-15,5.29,9.6,188,941.7
2015-11-16,5.42,9.3,186,915.0
2015-11-17,6.65,9.4,154,726.2
2015-11-18,6.92,8.1,150,622.2
2015-11-19,5.27,12.9,187,1266.6
2015-11-20,5.51,7.7,170,704.4
2015-11-21,6.53,8.9,156,688.8
2015-11-22,7.62,6.2,146,432.6
2015-11-23,5.20,9.9,184,974.3
2015-11-24,6.98,12.8,156,984.0
2015-11-25,7.91,7.9,144,551.6
2015-11-26,5.66,9.6,179,874.2
2015-11-27,6.86,10.1,158,777.0
2015-11-28,5.29,9.1,181,893.6
2015-11-29,6.32,9.9,164,835.7
2015-11-30,5.35,10.9,185,1063.8
2015-12-01,5.73,11.5,175,1050.6
2015-12-02,6.21,10.7,166,897.2
2015-12-03,5.15,10.1,182,986.0
2015-12-04,6.85,11.1,156,857.0
2015-12-05,7.36,11.7,149,818.8
2015-12-06,5.82,9.7,178,885.2
2015-12-07,5.41,9.3,181,915.8
2015-12-08,6.89,12.6,159,969.8
2015-12-09,6.11,7.9,169,667.3
2015-12-10,6.92,10.3,156,796.3
2015-12-11,5.91,12.8,170,1169.3
2015-12-12,7.15,11.9,141,833.6
2015-12-13,5.25,10.3,180,1008.9
2015-12-14,6.72,12.8,157,982.9
2015-12-15,6.79,7.1,156,549.8
2015-12-16,6.32,11.6,169,977.3
2015-12-17,7.39,10.0,141,699.1
2015-12-18,6.18,9.3,169,778.0
2015-12-19,5.54,7.6,178,687.3
2015-12-20,5.77,11.1,174,1008.5
2015-12-21,7.14,6.3,147,443.3
2015-12-22,6.32,9.3,164,779.6
2015-12-23,5.51,9.2,177,835.0
2015-12-24,7.46,8.7,141,607.0
2015-12-25,5.62,11.5,173,1046.6
2015-12-26,5.89,9.4,175,859.8
2015-12-27,5.67,8.7,174,789.7
2015-12-28,5.92,9.8,176,893.5
2015-12-29,6.35,10.0,160,838.7
2015-12-30,5.16,9.1,182,891.6
2015-12-31,6.52,9.4,151,726.0
2016-01-01,7.45,7.9,146,554.7
2016-01-02,5.80,7.9,174,717.8
2016-01-03,5.53,11.5,174,1043.2
2016-01-04,5.85,9.8,170,892.5
2016-01-05,7.11,12.8,146,893.1
2016-01-06,6.35,10.9,160,913.9
2016-01-07,5.36,8.0,183,783.2
2016-01-08,7.48,10.1,140,708.2
2016-01-09,6.71,10.2,150,783.5
2016-01-10,7.66,8.4,142,589.6
2016-01-11,5.84,11.6,174,1052.2
2016-01-12,6.72,12.3,154,943.3
2016-01-13,5.75,10.9,176,988.5
2016-01-14,7.41,8.3,142,579.1
2016-01-15,5.24,11.6,180,1133.1
2016-01-16,6.32,9.5,167,794.5
2016-01-17,7.01,13.5,144,947.2
2016-01-18,5.38,11.7,188,1150.3
2016-01-19,5.18,9.5,187,931.0
2016-01-20,5.36,8.3,189,817.9
2016-01-21,6.60,9.8,158,756.6
2016-01-22,5.09,8.8,183,863.7
2016-01-23,6.85,10.4,159,800.7
2016-01-24,5.09,7.4,188,729.7
2016-01-25,5.18,8.5,180,829.4
2016-01-26,6.95,12.9,155,996.6
2016-01-27,5.48,10.8,188,1061.4
2016-01-28,7.65,9.1,146,639.3
2016-01-29,6.86,12.0,159,923.9
2016-01-30,5.02,12.1,182,1186.3
2016-01-31,5.74,12.1,172,1102.5
2016-02-01,5.27,8.9,181,877.0
2016-02-02,5.24,8.6,188,841.0
2016-02-03,6.32,12.7,165,1063.5
2016-02-04,5.36,12.8,189,1258.7
2016-02-05,7.09,12.3,148,858.9
2016-02-06,6.96,10.3,152,790.5
2016-02-07,6.52,11.8,156,909.4
2016-02-08,6.03,9.1,161,762.2
2016-02-09,5.95,7.8,178,707.8
2016-02-10,5.87,9.4,172,858.8
2016-02-11,5.96,11.6,173,1057.4
2016-02-12,7.95,13.6,147,949.8
2016-02-13,7.10,11.2,146,781.2
2016-02-14,6.89,11.3,158,870.1
2016-02-15,7.35,11.4,143,800.1
2016-02-16,6.04,9.1,164,761.6
2016-02-17,7.39,12.6,145,879.3
2016-02-18,5.02,10.2,186,996.6
2016-02-19,7.26,11.1,147,774.6
2016-02-20,7.35,11.3,142,790.2
2016-02-21,5.71,7.0,173,632.5
2016-02-22,6.75,10.8,156,830.1
2016-02-23,7.05,9.8,149,685.9
2016-02-24,6.20,11.0,165,927.3
2016-02-25,5.44,12.1,183,1181.5
2016-02-26,7.10,8.0,142,558.3
2016-02-27,5.14,8.8,184,859.5
2016-02-28,7.12,7.8,149,545.3
2016-02-29,5.42,7.9,180,778.1
2016-03-01,6.55,8.9,151,687.2
2016-03-02,7.23,13.1,144,919.5
2016-03-03,6.97,8.8,154,679.9
2016-03-04,6.53,12.9,151,989.9
2016-03-05,6.91,12.0,158,924.9
2016-03-06,6.85,7.2,150,552.9
2016-03-07,5.78,9.5,173,868.5
2016-03-08,5.78,12.7,170,1151.4
2016-03-09,6.88,11.3,158,869.7
2016-03-10,6.33,6.8,164,573.3
2016-03-11,6.16,11.5,167,962.7
2016-03-12,6.81,11.1,153,856.1
2016-03-13,5.78,10.4,175,945.2
2016-03-14,6.34,10.3,164,862.2
2016-03-15,6.67,9.9,156,761.4
2016-03-16,7.24,12.3,144,863.6
2016-03-17,5.20,9.5,182,928.8
2016-03-18,5.35,10.0,189,981.3
2016-03-19,7.91,11.8,148,823.0
2016-03-20,7.99,8.7,146,610.8
2016-03-21,5.01,10.9,189,1073.1
2016-03-22,5.02,13.1,189,1285.3
2016-03-23,6.34,11.5,160,967.2
2016-03-24,7.03,11.3,148,794.0
2016-03-25,6.98,11.1,157,857.2
2016-03-26,7.58,9.3,144,647.9
2016-03-27,7.06,8.9,145,621.4
2016-03-28,7.17,9.4,146,656.0
2016-03-29,6.74,8.8,155,676.1
2016-03-30,6.99,10.2,153,784.7
2016-03-31,6.01,13.8,162,1160.2
2016-04-01,5.87,8.1,175,735.1
2016-04-02,5.48,11.5,183,1122.6
2016-04-03,6.55,8.1,151,621.0
2016-04-04,6.18,9.8,162,820.0
2016-04-05,7.75,7.5,146,528.2
2016-04-06,5.54,7.7,176,704.3
2016-04-07,6.90,9.4,156,720.8
2016-04-08,6.36,10.2,168,853.7
2016-04-09,7.35,10.8,142,756.2
2016-04-10,5.05,11.3,188,1108.1
2016-04-11,5.00,13.4,186,1316.4
2016-04-12,5.57,11.1,175,1010.9
2016-04-13,6.79,12.0,159,923.1
2016-04-14,6.42,13.9,169,1171.6
2016-04-15,5.52,5.0,176,455.0
2016-04-16,7.42,10.7,149,748.2
2016-04-17,5.67,11.4,178,1038.8
2016-04-18,6.35,9.4,164,789.9
2016-04-19,5.15,11.2,189,1098.7
2016-04-20,6.06,11.9,165,1002.1
2016-04-21,6.16,10.5,160,880.0
2016-04-22,6.89,6.9,156,532.1
2016-04-23,6.52,11.5,155,887.6
2016-04-24,7.53,10.2,145,716.1
2016-04-25,6.34,6.3,168,527.6
2016-04-26,5.57,10.7,172,971.2
2016-04-27,6.15,9.5,162,799.8
2016-04-28,6.71,6.4,150,496.5
2016-04-29,6.46,10.7,167,899.5
2016-04-30,7.91,10.5,143,735.5
2016-05-01,7.25,10.4,141,731.1
2016-05-02,6.20,13.6,166,1145.0
2016-05-03,7.28,13.9,143,970.7
2016-05-04,7.53,11.9,143,830.1
2016-05-05,6.66,7.2,157,552.3
2016-05-06,6.97,10.2,152,786.1
2016-05-07,5.46,10.9,184,1071.6
2016-05-08,5.98,9.2,170,833.5
2016-05-09,5.44,10.4,187,1015.1
2016-05-10,5.57,11.7,173,1068.9
2016-05-11,5.37,5.6,189,552.1
2016-05-12,5.78,12.0,172,1088.7
2016-05-13,6.76,9.1,152,697.1
2016-05-14,6.25,13.5,163,1133.3
2016-05-15,7.65,11.2,144,785.6
2016-05-16,7.51,11.6,144,809.6
2016-05-17,6.92,12.4,158,951.1
2016-05-18,6.37,8.0,160,674.0
2016-05-19,6.69,11.9,152,917.2
2016-05-20,6.66,10.4,158,798.3
2016-05-21,5.34,10.1,187,985.1
2016-05-22,7.85,10.8,145,754.3
2016-05-23,7.25,7.9,142,551.1
2016-05-24,6.82,13.1,153,1009.7
2016-05-25,6.60,8.8,155,679.4
2016-05-26,6.46,12.3,169,1030.2
2016-05-27,6.89,8.9,155,684.0
2016-05-28,6.67,10.7,157,827.6
2016-05-29,5.35,9.1,182,891.8
2016-05-30,6.26,10.7,163,898.4
2016-05-31,5.77,7.7,178,699.3
2016-06-01,6.10,7.7,168,643.8
2016-06-02,7.56,9.7,147,681.3
2016-06-03,7.63,11.5,149,801.7
2016-06-04,6.83,10.7,155,820.2
2016-06-05,6.00,13.8,165,1155.3
2016-06-06,5.78,10.5,176,959.9
2016-06-07,5.99,8.2,176,745.4
2016-06-08,5.91,7.8,172,710.5
2016-06-09,6.85,9.6,152,737.5
2016-06-10,5.83,6.8,177,617.7
2016-06-11,5.84,8.6,172,778.7
2016-06-12,7.72,7.9,143,554.7
2016-06-13,5.05,11.4,188,1117.7
2016-06-14,6.53,8.2,154,635.2
2016-06-15,7.87,11.4,145,797.1
2016-06-16,6.44,11.9,164,1002.7
2016-06-17,5.58,8.6,172,784.9
2016-06-18,7.28,8.1,143,569.9
2016-06-19,6.63,9.2,152,710.8
2016-06-20,7.90,8.6,142,604.8
2016-06-21,6.50,10.1,160,847.5
2016-06-22,6.11,8.8,160,738.9
2016-06-23,5.86,8.5,171,775.9
2016-06-24,7.42,7.2,142,505.8
2016-06-25,5.22,8.2,188,803.1
2016-06-26,6.38,10.6,165,891.3
2016-06-27,5.40,7.6,182,740.4
2016-06-28,6.80,9.0,158,695.4
2016-06-29,5.02,7.6,186,741.9
2016-06-30,7.55,10.4,140,725.1
2016-07-01,5.16,7.7,184,752.6
2016-07-02,5.72,11.5,171,1046.0
2016-07-03,5.47,6.8,188,665.1
2016-07-04,6.39,10.6,160,889.0
2016-07-05,5.83,10.9,176,987.9
2016-07-06,6.78,9.6,151,737.7
2016-07-07,6.70,6.8,150,522.3
2016-07-08,6.75,10.9,152,835.8
2016-07-09,6.29,9.6,167,807.9
2016-07-10,5.38,5.0,181,490.0
2016-07-11,6.08,7.6,161,638.2
2016-07-12,7.26,6.4,142,451.1
2016-07-13,7.54,10.6,140,743.2
2016-07-14,5.87,10.0,171,905.7
2016-07-15,5.07,9.6,185,941.5
2016-07-16,5.88,9.4,176,852.4
2016-07-17,6.27,10.9,164,914.9
2016-07-18,5.26,10.5,186,1031.2
2016-07-19,6.63,8.3,154,640.4
2016-07-20,7.01,9.2,145,645.2
2016-07-21,7.48,8.0,140,560.8
2016-07-22,5.83,9.8,177,889.9
2016-07-23,5.33,10.6,188,1039.4
2016-07-24,5.04,14.0,185,1373.8
2016-07-25,5.01,9.5,180,929.8
2016-07-26,7.30,12.5,145,872.3
2016-07-27,5.99,5.7,174,517.6
2016-07-28,5.67,11.2,177,1017.0
2016-07-29,7.56,9.5,145,664.8
2016-07-30,5.96,7.5,176,678.5
2016-07-31,5.42,7.8,181,759.6
2016-08-01,5.89,6.0,179,542.2
2016-08-02,7.94,10.7,146,748.7
2016-08-03,7.80,8.6,148,603.0
2016-08-04,5.80,10.4,179,946.4
2016-08-05,5.47,7.2,188,708.7
2016-08-06,6.36,11.1,168,933.7
2016-08-07,5.12,11.4,184,1119.5
2016-08-08,5.92,11.4,172,1034.4
2016-08-09,6.97,14.0,157,1074.7
2016-08-10,6.38,11.6,165,976.5
2016-08-11,5.61,9.7,172,881.2
2016-08-12,6.33,10.2,161,858.9
2016-08-13,5.01,8.9,185,870.1
2016-08-14,6.20,9.1,160,768.0
2016-08-15,6.90,11.6,156,894.2
2016-08-16,6.33,8.2,160,689.8
2016-08-17,7.75,10.8,145,753.8
2016-08-18,7.14,12.4,147,870.0
2016-08-19,6.74,7.1,156,543.8
2016-08-20,5.89,11.2,174,1016.1
2016-08-21,6.96,10.7,152,821.2
2016-08-22,7.78,11.3,143,789.8
2016-08-23,6.04,10.7,169,902.5
2016-08-24,6.36,10.2,160,860.5
2016-08-25,6.20,8.2,161,688.1
2016-08-26,7.07,10.3,148,717.9
2016-08-27,5.12,11.2,185,1099.1
2016-08-28,5.30,10.5,188,1028.3
2016-08-29,6.73,8.9,156,688.2
2016-08-30,5.77,7.4,171,675.5
2016-08-31,5.25,6.7,184,661.4
2016-09-01,6.73,10.2,156,786.6
2016-09-02,7.76,10.2,143,716.7
2016-09-03,5.01,8.4,181,820.4
2016-09-04,5.14,11.2,180,1099.8
2016-09-05,7.46,9.4,145,660.6
2016-09-06,5.92,8.8,174,805.3
2016-09-07,6.44,9.9,165,832.3
2016-09-08,8.00,11.7,145,818.3
2016-09-09,7.20,12.4,143,869.1
2016-09-10,6.45,9.8,168,820.0
2016-09-11,7.04,8.0,141,559.0
2016-09-12,5.72,16.5,174,1504.0
2016-09-13,6.64,8.4,151,645.4
2016-09-14,6.04,9.1,164,767.8
2016-09-15,5.00,10.8,183,1062.3
2016-09-16,5.26,10.2,187,1003.3
2016-09-17,7.77,7.3,141,508.4
2016-09-18,5.50,9.3,181,910.0
2016-09-19,5.14,9.6,183,943.6
2016-09-20,6.72,7.7,151,596.2
2016-09-21,5.05,9.2,186,902.1
2016-09-22,6.31,10.9,160,914.6
2016-09-23,6.06,10.9,167,918.0
2016-09-24,6.18,8.5,160,710.5
2016-09-25,6.59,14.8,150,1141.2
2016-09-26,6.04,7.8,164,655.5
2016-09-27,5.13,8.8,183,858.3
2016-09-28,5.57,10.1,175,917.4
2016-09-29,6.87,9.7,152,749.8
2016-09-30,5.01,12.7,184,1245.0
2016-10-01,5.19,8.9,186,870.3
2016-10-02,6.56,6.7,158,513.1
2016-10-03,6.06,7.6,168,641.8
2016-10-04,5.61,9.0,170,815.7
2016-10-05,6.31,8.7,164,734.3
2016-10-06,6.66,7.0,150,541.6
2016-10-07,5.49,8.8,180,863.1
2016-10-08,6.39,8.1,168,684.4
2016-10-09,6.68,11.6,156,896.2
2016-10-10,6.16,9.5,168,797.9
2016-10-11,7.75,8.5,148,598.0
2016-10-12,6.40,12.2,168,1025.3
2016-10-13,7.54,9.5,140,666.4
2016-10-14,7.38,9.4,141,660.5
2016-10-15,5.85,9.0,173,816.3
2016-10-16,7.32,8.4,148,591.2
2016-10-17,5.76,7.8,173,705.9
2016-10-18,6.29,13.6,163,1144.2
2016-10-19,6.00,9.5,171,862.1
2016-10-20,7.62,11.1,142,775.3
2016-10-21,6.43,11.2,165,940.9
2016-10-22,7.56,8.4,146,585.9
2016-10-23,5.45,6.5,184,634.1
2016-10-24,7.55,6.0,146,422.6
2016-10-25,6.89,13.4,154,1035.6
2016-10-26,6.10,6.9,166,578.2
2016-10-27,7.88,9.2,142,645.1
2016-10-28,6.16,7.0,167,585.3
2016-10-29,5.49,11.5,181,1131.1
2016-10-30,6.71,8.3,153,639.9
2016-10-31,5.30,6.7,188,653.4
2016-11-01,5.72,8.9,176,813.6
2016-11-02,6.04,9.0,163,758.2
2016-11-03,5.36,11.0,182,1075.5
2016-11-04,5.38,12.8,185,1257.9
2016-11-05,6.41,13.2,162,1112.5
2016-11-06,6.77,11.9,153,913.8
2016-11-07,5.83,10.6,176,961.5
2016-11-08,5.13,5.2,188,510.8
2016-11-09,5.34,8.1,188,796.8
2016-11-10,6.48,7.4,168,622.6
2016-11-11,6.05,10.1,167,849.8
2016-11-12,5.22,12.0,181,1171.3
2016-11-13,5.70,7.1,179,650.4
2016-11-14,7.19,8.7,143,611.4
2016-11-15,5.69,11.2,173,1020.1
2016-11-16,7.50,12.8,142,894.6
2016-11-17,5.87,10.9,176,990.6
2016-11-18,7.20,10.6,144,744.1
2016-11-19,6.16,10.8,166,907.9
2016-11-20,5.54,5.0,170,455.0
2016-11-21,5.30,10.8,185,1062.2
2016-11-22,6.93,9.6,158,735.6
2016-11-23,6.78,11.6,158,896.8
2016-11-24,7.99,10.8,146,754.6
2016-11-25,5.72,9.5,179,865.3
2016-11-26,7.01,11.2,145,786.1
2016-11-27,7.99,6.6,143,462.6
2016-11-28,6.96,9.7,150,749.8
2016-11-29,6.18,11.9,160,999.3
2016-11-30,5.42,10.8,181,1056.1
2016-12-01,5.98,10.8,175,979.7
2016-12-02,6.68,11.3,157,873.4
2016-12-03,5.83,5.7,172,514.7
2016-12-04,5.12,9.7,182,954.8
2016-12-05,7.09,11.2,143,785.4
2016-12-06,5.48,9.5,180,930.2
2016-12-07,5.50,13.1,179,1194.2
2016-12-08,5.18,13.4,185,1315.8
2016-12-09,5.34,10.7,181,1053.3
2016-12-10,5.74,9.6,173,877.1
2016-12-11,5.15,10.6,184,1039.4
2016-12-12,5.27,7.4,186,722.1
2016-12-13,6.51,12.3,158,949.9
2016-12-14,6.99,9.1,153,697.7
2016-12-15,5.40,9.9,183,968.6
2016-12-16,5.55,12.9,171,1172.9
2016-12-17,6.04,7.6,168,634.9
2016-12-18,6.26,11.6,161,972.8
2016-12-19,5.68,10.6,171,965.7
2016-12-20,6.12,8.1,160,681.1
2016-12-21,7.40,10.5,146,731.9
2016-12-22,7.54,10.6,140,743.9
2016-12-23,5.38,9.6,185,943.3
2016-12-24,7.16,10.8,148,755.1
2016-12-25,5.11,8.5,184,835.1
2016-12-26,6.90,10.3,154,789.7
2016-12-27,6.11,7.9,164,662.0
2016-12-28,5.57,9.4,175,851.2
2016-12-29,5.83,10.0,172,913.4
2016-12-30,6.53,6.3,158,484.5
2016-12-31,5.49,10.8,186,1063.2
2017-01-01,6.90,6.0,159,459.6
2017-01-02,6.40,9.4,161,790.0
2017-01-03,5.65,6.8,176,620.9
2017-01-04,5.46,6.0,185,592.5
2017-01-05,5.18,6.7,181,658.8
2017-01-06,5.73,11.0,179,1005.2
2017-01-07,5.16,14.2,189,1387.5
2017-01-08,5.40,10.0,181,980.2
2017-01-09,6.45,5.6,165,474.4
2017-01-10,5.49,13.6,183,1337.4
2017-01-11,7.41,9.2,146,646.3
2017-01-12,6.36,13.8,164,1162.5
2017-01-13,6.59,9.0,155,694.0
2017-01-14,7.62,8.8,148,614.9
2017-01-15,7.72,10.1,143,706.6
2017-01-16,5.62,9.6,173,874.2
2017-01-17,5.76,12.9,174,1176.1
2017-01-18,5.04,11.0,181,1074.7
2017-01-19,5.95,8.9,171,806.1
2017-01-20,6.28,10.8,162,906.9
2017-01-21,5.34,12.7,183,1240.1
2017-01-22,5.85,12.0,177,1089.0
2017-01-23,5.51,12.7,172,1155.0
2017-01-24,7.63,8.8,143,618.6
2017-01-25,5.65,9.5,173,860.0
2017-01-26,5.49,7.3,188,717.6
2017-01-27,7.53,9.9,149,692.7
2017-01-28,6.25,8.8,166,743.3
2017-01-29,7.48,13.6,147,955.4
2017-01-30,5.81,10.2,175,924.4
2017-01-31,6.31,5.0,161,420.0
2017-02-01,5.73,9.5,174,866.1
2017-02-02,7.98,10.1,148,710.2
2017-02-03,5.77,11.4,172,1036.5
2017-02-04,6.37,12.2,162,1024.8
2017-02-05,7.45,9.2,144,645.6
2017-02-06,6.82,7.8,153,599.9
2017-02-07,5.62,10.6,177,966.2
2017-02-08,6.31,13.4,164,1125.9
2017-02-09,5.42,11.4,183,1113.3
2017-02-10,6.54,8.0,157,619.8
2017-02-11,6.52,7.1,155,549.6
2017-02-12,6.50,8.7,159,666.1
2017-02-13,6.80,13.0,156,999.9
2017-02-14,7.65,12.7,144,886.8
2017-02-15,7.93,9.1,141,638.2
2017-02-16,7.31,10.1,143,706.4
2017-02-17,6.77,11.5,156,885.0
2017-02-18,5.85,10.6,175,966.6
2017-02-19,7.95,9.2,146,646.8
2017-02-20,5.15,10.1,185,989.2
2017-02-21,5.43,11.8,181,1160.7
2017-02-22,5.02,7.7,187,758.7
2017-02-23,5.98,10.7,170,975.2
2017-02-24,6.01,13.4,166,1129.4
2017-02-25,7.95,10.7,142,752.4
2017-02-26,5.81,11.3,170,1029.8
2017-02-27,5.75,9.6,172,872.2
2017-02-28,7.73,9.3,140,650.0
2017-03-01,6.37,10.2,168,858.6
2017-03-02,6.22,11.7,169,983.1
2017-03-03,7.26,9.3,148,653.4
2017-03-04,6.09,8.8,169,740.2
2017-03-05,6.49,10.6,164,894.0
2017-03-06,6.56,8.1,154,624.5
2017-03-07,7.05,10.2,141,717.0
2017-03-08,5.08,9.2,186,899.1
2017-03-09,6.37,10.8,167,908.2
2017-03-10,5.07,10.1,184,985.9
2017-03-11,5.16,13.1,187,1287.1
2017-03-12,6.42,9.1,163,762.1
2017-03-13,7.94,10.0,147,699.4
2017-03-14,5.61,9.8,176,888.7
2017-03-15,7.13,11.5,142,805.5
2017-03-16,5.51,9.6,177,875.3
2017-03-17,6.98,11.4,150,878.8
2017-03-18,7.13,10.4,143,729.7
2017-03-19,6.43,11.1,165,931.9
2017-03-20,5.94,11.5,177,1050.3
2017-03-21,5.02,12.3,184,1203.3
2017-03-22,5.10,9.9,186,971.5
2017-03-23,7.62,8.8,141,617.0
2017-03-24,5.36,10.6,182,1034.5
2017-03-25,6.58,8.8,152,681.1
2017-03-26,7.48,13.0,146,908.4
2017-03-27,5.45,13.5,182,1318.4
2017-03-28,6.28,6.9,160,576.4
2017-03-29,7.42,9.2,141,641.5
2017-03-30,6.68,12.4,157,958.3
2017-03-31,6.81,10.4,152,802.6
2017-04-01,7.92,9.5,149,668.2
2017-04-02,5.80,12.1,179,1098.9
2017-04-03,5.43,12.3,182,1206.3
2017-04-04,5.93,11.0,173,998.0
2017-04-05,6.81,13.9,151,1072.5
2017-04-06,6.93,7.7,156,593.7
2017-04-07,6.53,11.8,157,905.5
2017-04-08,5.72,10.0,176,913.5
2017-04-09,7.29,6.4,144,451.5
2017-04-10,5.40,6.2,184,610.8
2017-04-11,6.91,11.1,154,853.8
2017-04-12,7.92,7.5,148,521.7
2017-04-13,5.83,9.8,174,890.1
2017-04-14,5.56,12.1,173,1105.2
2017-04-15,5.49,9.5,186,934.1
2017-04-16,6.69,9.6,158,742.5
2017-04-17,5.13,13.0,186,1271.0
2017-04-18,5.55,7.4,176,672.7
2017-04-19,7.00,8.2,159,630.9
2017-04-20,7.58,10.7,142,750.4
2017-04-21,5.99,12.1,172,1101.8
2017-04-22,7.97,10.9,144,762.7
2017-04-23,5.13,8.6,182,847.4
2017-04-24,5.70,11.1,172,1012.6
2017-04-25,6.33,10.3,164,863.6
2017-04-26,6.88,7.4,159,571.3
2017-04-27,5.28,9.7,187,955.4
2017-04-28,6.43,13.1,167,1099.6
2017-04-29,7.90,11.9,140,830.1
2017-04-30,5.25,9.2,188,901.9
2017-05-01,7.98,10.3,141,718.4
2017-05-02,6.80,9.1,155,697.1
2017-05-03,5.60,9.8,179,889.0
2017-05-04,6.93,9.8,151,753.7
2017-05-05,6.43,5.6,162,469.8
2017-05-06,5.78,10.8,179,979.4
2017-05-07,6.33,14.2,166,1196.9
2017-05-08,6.82,13.5,157,1042.4
2017-05-09,5.29,14.6,182,1427.3
2017-05-10,6.07,12.6,168,1060.0
2017-05-11,5.93,9.1,176,831.3
2017-05-12,6.03,10.9,168,917.8
2017-05-13,6.04,8.1,160,681.2
2017-05-14,7.49,9.9,147,691.2
2017-05-15,6.40,13.5,165,1134.8
2017-05-16,6.35,10.4,163,872.5
2017-05-17,6.14,8.0,163,670.1
2017-05-18,7.16,11.0,143,767.8
2017-05-19,6.51,7.1,151,548.3
2017-05-20,5.69,9.9,177,903.3
2017-05-21,7.92,8.8,140,617.3
2017-05-22,7.12,8.6,143,603.8
2017-05-23,6.53,11.5,154,884.9
2017-05-24,6.72,10.4,155,800.3
2017-05-25,6.57,8.9,158,682.1
2017-05-26,7.08,8.9,141,624.9
2017-05-27,7.27,12.7,146,888.0
2017-05-28,6.73,9.7,153,749.1
2017-05-29,6.68,7.3,155,558.9
2017-05-30,5.93,10.1,179,919.3
2017-05-31,5.97,6.4,174,581.4
2017-06-01,5.48,8.2,183,806.9
2017-06-02,5.25,9.8,181,959.5
2017-06-03,7.15,9.4,149,659.6
2017-06-04,6.11,5.2,164,438.4
2017-06-05,5.07,11.2,180,1093.5
2017-06-06,6.74,13.3,156,1026.6
2017-06-07,7.16,8.6,141,598.6
2017-06-08,5.90,9.7,171,883.9
2017-06-09,6.58,11.4,155,874.3
2017-06-10,5.19,11.3,181,1104.6
2017-06-11,6.96,10.5,154,811.6
2017-06-12,6.34,9.7,166,812.5
2017-06-13,7.14,6.7,148,467.1
2017-06-14,5.01,9.3,180,913.0
2017-06-15,7.47,12.7,149,886.0
2017-06-16,6.67,7.5,156,576.5
2017-06-17,6.73,9.1,157,699.2
2017-06-18,5.62,11.8,170,1071.4
2017-06-19,5.79,8.8,173,800.9
2017-06-20,5.95,9.4,170,851.9
2017-06-21,5.46,8.4,180,826.5
2017-06-22,6.54,10.2,156,787.8
2017-06-23,5.96,15.0,176,1360.9
2017-06-24,5.89,10.4,174,943.9
2017-06-25,5.61,10.3,171,940.7
2017-06-26,5.36,9.4,183,920.2
2017-06-27,5.62,8.6,172,778.6
2017-06-28,6.09,10.2,165,855.0
2017-06-29,6.47,12.1,168,1020.3
2017-06-30,7.58,10.7,143,749.3
2017-07-01,5.83,10.9,176,994.9
2017-07-02,6.97,7.5,154,577.9
2017-07-03,6.02,10.1,162,848.5
2017-07-04,6.22,10.1,160,851.7
2017-07-05,5.12,9.0,182,879.7
2017-07-06,7.61,12.6,144,879.4
2017-07-07,6.99,7.6,156,586.6
2017-07-08,6.92,6.0,154,459.8
2017-07-09,5.48,10.3,181,1013.2
2017-07-10,5.42,8.9,186,871.3
2017-07-11,5.41,7.4,182,727.2
2017-07-12,5.44,6.3,184,616.7
2017-07-13,5.50,10.8,177,983.0
2017-07-14,6.09,8.4,168,705.0
2017-07-15,7.10,10.4,143,726.9
2017-07-16,6.55,10.9,159,835.5
2017-07-17,6.33,8.4,162,708.5
2017-07-18,7.82,11.1,140,779.6
2017-07-19,6.33,9.1,169,763.7
2017-07-20,5.49,10.6,181,1035.2
2017-07-21,5.27,8.4,186,827.4
2017-07-22,5.01,8.5,188,830.1
2017-07-23,6.92,9.2,151,706.9
2017-07-24,6.78,12.0,150,920.5
2017-07-25,5.39,11.8,187,1160.2
2017-07-26,5.46,9.1,182,892.5
2017-07-27,6.09,9.9,160,832.5
2017-07-28,5.06,13.1,189,1287.1
2017-07-29,7.91,13.1,145,915.6
2017-07-30,6.02,10.3,168,865.5
2017-07-31,6.98,9.8,150,754.8
2017-08-01,7.84,5.5,146,383.3
2017-08-02,7.18,9.4,141,656.5
2017-08-03,6.52,10.2,157,784.5
2017-08-04,7.20,12.3,146,862.1
2017-08-05,7.82,12.4,145,866.0
2017-08-06,6.05,10.2,164,856.0
2017-08-07,5.67,9.3,174,846.4
2017-08-08,6.16,12.0,166,1008.2
2017-08-09,5.77,10.2,177,928.2
