date,pace,distance,heart_rate,calories
2015-10-23,8.02,7.8,115,437.1
2015-10-24,4.30,10.0,187,1116.9
2015-10-25,9.12,6.8,92,378.1
2015-10-26,8.79,10.7,118,601.4
2015-10-27,6.43,9.9,159,829.8
2015-10-28,8.32,11.0,84,617.6
2015-10-29,5.38,8.1,176,793.3
2015-10-30,8.71,11.9,113,665.2
2015-10-31,8.70,11.8,115,662.5
2015-11-01,8.10,9.3,103,521.1
2015-11-02,5.16,7.4,179,724.1
2015-11-03,7.43,6.8,129,478.7
2015-11-04,6.37,7.2,157,602.4
2015-11-05,9.19,12.7,89,711.4
2015-11-06,5.89,14.0,167,1278.5
2015-11-07,6.02,9.9,159,833.3
2015-11-08,9.36,9.4,109,524.0
2015-11-09,7.06,12.0,129,837.5
2015-11-10,6.29,11.7,153,980.1
2015-11-11,6.34,10.9,153,919.4
2015-11-12,6.73,9.4,140,723.4
2015-11-13,7.98,11.0,132,767.3
2015-11-14,5.31,10.9,175,1072.9
2015-11-15,4.15,9.6,186,1076.2
2015-11-16,4.67,9.3,182,1045.8
2015-11-17,8.62,9.4,112,528.1
2015-11-18,9.67,8.1,103,452.5
2015-11-19,4.09,12.9,184,1447.5
2015-11-20,6.51,7.7,146,596.0
2015-11-21,8.11,8.9,116,501.0
2015-11-22,9.24,6.2,95,346.0
2015-11-23,5.20,9.9,178,974.3
2015-11-24,9.93,12.8,115,715.6
2015-11-25,9.83,7.9,90,441.3
2015-11-26,5.66,9.6,167,874.2
2015-11-27,9.43,10.1,119,565.1
2015-11-28,5.29,9.1,172,893.6
2015-11-29,7.64,9.9,134,696.4
2015-11-30,4.39,10.9,180,1215.8
2015-12-01,6.23,11.5,158,969.8
2015-12-02,7.43,10.7,139,747.7
2015-12-03,5.15,10.1,174,986.0
2015-12-04,9.40,11.1,115,623.3
2015-12-05,8.72,11.7,101,655.1
2015-12-06,5.82,9.7,164,885.2
2015-12-07,5.41,9.3,172,915.8
2015-12-08,7.77,12.6,122,881.6
2015-12-09,6.61,7.9,144,611.7
2015-12-10,9.68,10.3,116,579.1
2015-12-11,6.91,12.8,147,989.4
2015-12-12,8.29,11.9,83,666.9
2015-12-13,5.75,10.3,169,936.8
2015-12-14,8.86,12.8,118,714.8
2015-12-15,9.15,7.1,116,399.8
2015-12-16,6.82,11.6,145,895.8
2015-12-17,8.78,10.0,83,559.3
2015-12-18,6.68,9.3,145,713.2
2015-12-19,5.54,7.6,163,687.3
2015-12-20,6.27,11.1,154,930.9
2015-12-21,8.28,6.3,95,354.7
2015-12-22,7.65,9.3,133,649.7
2015-12-23,5.51,9.2,162,835.0
2015-12-24,8.91,8.7,82,485.6
2015-12-25,6.12,11.5,154,966.1
2015-12-26,6.39,9.4,157,793.6
2015-12-27,6.17,8.7,156,729.0
2015-12-28,6.42,9.8,159,824.8
2015-12-29,7.71,10.0,124,698.9
2015-12-30,5.16,9.1,173,891.6
2015-12-31,8.06,9.4,104,528.0
2016-01-01,8.90,7.9,94,443.7
2016-01-02,6.30,7.9,154,662.6
2016-01-03,6.03,11.5,156,963.0
2016-01-04,6.85,9.8,146,755.2
2016-01-05,8.22,12.8,94,714.5
2016-01-06,7.69,10.9,124,761.6
2016-01-07,5.36,8.0,176,783.2
2016-01-08,8.96,10.1,81,566.6
2016-01-09,8.86,10.2,102,569.8
2016-01-10,9.31,8.4,85,471.7
2016-01-11,6.34,11.6,155,971.2
2016-01-12,8.88,12.3,111,686.0
2016-01-13,5.75,10.9,160,988.5
2016-01-14,8.82,8.3,86,463.3
2016-01-15,5.74,11.6,169,1052.2
2016-01-16,7.65,9.5,139,662.1
2016-01-17,8.02,13.5,88,757.8
2016-01-18,4.51,11.7,186,1314.6
2016-01-19,3.73,9.5,183,1197.0
2016-01-20,4.42,8.3,187,934.7
2016-01-21,7.20,9.8,120,687.8
2016-01-22,5.09,8.8,174,863.7
2016-01-23,7.70,10.4,123,727.9
2016-01-24,3.34,7.4,185,938.2
2016-01-25,5.68,8.5,169,770.1
2016-01-26,9.79,12.9,115,724.8
2016-01-27,4.91,10.8,186,1213.0
2016-01-28,9.31,9.1,94,511.4
2016-01-29,7.72,12.0,123,839.9
2016-01-30,5.02,12.1,172,1186.3
2016-01-31,6.24,12.1,151,1017.7
2016-02-01,5.27,8.9,171,877.0
2016-02-02,3.97,8.6,186,1081.3
2016-02-03,7.64,12.7,135,886.2
2016-02-04,4.42,12.8,189,1438.6
2016-02-05,8.18,12.3,98,687.1
2016-02-06,9.82,10.3,107,574.9
2016-02-07,8.10,11.8,115,661.4
2016-02-08,7.07,9.1,127,635.2
2016-02-09,5.95,7.8,163,707.8
2016-02-10,6.37,9.4,152,792.7
2016-02-11,6.46,11.6,154,976.1
2016-02-12,9.90,13.6,96,759.8
2016-02-13,8.20,11.2,93,624.9
2016-02-14,9.58,11.3,119,632.8
2016-02-15,8.69,11.4,86,640.1
2016-02-16,7.08,9.1,133,634.7
2016-02-17,8.78,12.6,92,703.5
2016-02-18,3.07,10.2,181,1281.4
2016-02-19,8.52,11.1,96,619.7
2016-02-20,8.71,11.3,85,632.2
2016-02-21,6.21,7.0,152,583.9
2016-02-22,9.00,10.8,116,603.7
2016-02-23,8.11,9.8,100,548.7
2016-02-24,7.41,11.0,136,772.8
2016-02-25,5.44,12.1,175,1181.5
2016-02-26,8.21,8.0,84,446.6
2016-02-27,5.14,8.8,178,859.5
2016-02-28,8.24,7.8,100,436.3
2016-02-29,5.92,7.9,168,722.5
2016-03-01,8.18,8.9,104,499.8
2016-03-02,8.45,13.1,89,735.6
2016-03-03,9.87,8.8,110,494.5
2016-03-04,8.11,12.9,104,720.0
2016-03-05,7.82,12.0,120,840.8
2016-03-06,9.38,7.2,102,402.1
2016-03-07,6.28,9.5,154,801.7
2016-03-08,6.78,12.7,146,974.3
2016-03-09,7.76,11.3,121,790.6
2016-03-10,7.66,6.8,133,477.7
2016-03-11,6.66,11.5,141,882.4
2016-03-12,9.25,11.1,110,622.6
2016-03-13,6.28,10.4,157,872.5
2016-03-14,7.68,10.3,134,718.5
2016-03-15,8.67,9.9,116,553.7
2016-03-16,8.48,12.3,90,690.9
2016-03-17,5.20,9.5,174,928.8
2016-03-18,4.38,10.0,189,1121.5
2016-03-19,9.82,11.8,98,658.4
2016-03-20,9.98,8.7,93,488.6
2016-03-21,3.02,10.9,188,1379.7
2016-03-22,3.09,13.1,188,1652.5
2016-03-23,7.68,11.5,125,806.0
2016-03-24,8.05,11.3,98,635.2
2016-03-25,9.92,11.1,118,623.4
2016-03-26,9.17,9.3,89,518.3
2016-03-27,8.11,8.9,92,497.1
2016-03-28,8.34,9.4,94,524.8
2016-03-29,8.96,8.8,114,491.7
2016-03-30,9.95,10.2,110,570.7
2016-03-31,7.01,13.8,128,966.8
2016-04-01,6.37,8.1,157,678.6
2016-04-02,5.48,11.5,175,1122.6
2016-04-03,8.20,8.1,105,451.7
2016-04-04,7.35,9.8,128,683.3
2016-04-05,9.50,7.5,94,422.6
2016-04-06,6.04,7.7,159,650.1
2016-04-07,9.59,9.4,117,524.2
2016-04-08,6.86,10.2,141,782.5
2016-04-09,8.71,10.8,85,605.0
2016-04-10,3.20,11.3,186,1424.7
2016-04-11,3.02,13.4,181,1692.5
2016-04-12,6.07,11.1,157,933.1
2016-04-13,7.58,12.0,122,839.2
2016-04-14,6.92,13.9,144,1074.0
2016-04-15,5.52,4.7,160,427.6
2016-04-16,8.85,10.7,101,598.5
2016-04-17,5.67,11.4,165,1038.8
2016-04-18,7.70,9.4,133,658.2
2016-04-19,3.60,11.2,189,1412.6
2016-04-20,7.12,11.9,136,835.1
2016-04-21,7.33,10.5,124,733.4
2016-04-22,9.57,6.9,116,387.0
2016-04-23,8.10,11.5,113,645.6
2016-04-24,9.06,10.2,91,572.9
2016-04-25,6.84,6.3,142,483.6
2016-04-26,6.07,10.7,150,896.5
2016-04-27,7.29,9.5,129,666.5
2016-04-28,8.83,6.4,103,361.1
2016-04-29,7.92,10.7,139,749.6
2016-04-30,9.82,10.5,87,588.4
2016-05-01,8.49,10.4,84,584.8
2016-05-02,7.40,13.6,139,954.2
2016-05-03,8.56,13.9,86,776.6
2016-05-04,9.06,11.9,87,664.1
2016-05-05,8.64,7.2,118,401.7
2016-05-06,9.89,10.2,107,571.7
2016-05-07,5.46,10.9,178,1071.6
2016-05-08,6.98,9.2,146,705.3
2016-05-09,4.77,10.4,184,1160.1
2016-05-10,6.07,11.7,154,986.6
2016-05-11,4.49,5.6,188,631.0
2016-05-12,6.28,12.0,152,1005.0
2016-05-13,9.03,9.1,108,507.0
2016-05-14,7.49,13.5,132,944.4
2016-05-15,9.29,11.2,89,628.5
2016-05-16,9.01,11.6,90,647.7
2016-05-17,7.85,12.4,120,864.7
2016-05-18,7.75,8.0,125,561.6
2016-05-19,8.78,11.9,106,667.0
2016-05-20,7.31,10.4,120,725.7
2016-05-21,4.36,10.1,184,1125.8
2016-05-22,9.70,10.8,92,603.4
2016-05-23,8.50,7.9,84,440.9
2016-05-24,9.29,13.1,109,734.3
2016-05-25,8.39,8.8,114,494.1
2016-05-26,6.96,12.3,144,944.4
2016-05-27,9.57,8.9,114,497.5
2016-05-28,8.69,10.7,117,601.9
2016-05-29,5.35,9.1,174,891.8
2016-05-30,7.53,10.7,131,748.7
2016-05-31,5.77,7.7,164,699.3
2016-06-01,6.60,7.7,142,590.2
2016-06-02,9.12,9.7,96,545.0
2016-06-03,9.25,11.5,101,641.4
2016-06-04,9.31,10.7,113,596.5
2016-06-05,7.00,13.8,135,962.7
2016-06-06,6.28,10.5,159,886.1
2016-06-07,6.49,8.2,159,688.1
2016-06-08,6.41,7.8,152,655.8
2016-06-09,9.39,9.6,106,536.4
2016-06-10,5.83,6.8,163,617.7
2016-06-11,6.34,8.6,151,718.8
2016-06-12,9.45,7.9,88,443.7
2016-06-13,3.18,11.4,187,1437.0
2016-06-14,8.11,8.2,111,462.0
2016-06-15,9.75,11.4,92,637.7
2016-06-16,7.88,11.9,133,835.6
2016-06-17,6.08,8.6,150,724.5
2016-06-18,8.57,8.1,86,455.9
2016-06-19,8.53,9.2,107,516.9
2016-06-20,9.81,8.6,86,483.8
2016-06-21,8.00,10.1,126,706.3
2016-06-22,7.22,8.8,125,615.8
2016-06-23,6.86,8.5,149,656.5
2016-06-24,8.84,7.2,85,404.6
2016-06-25,3.88,8.2,187,1032.5
2016-06-26,7.76,10.6,137,742.7
2016-06-27,5.40,7.6,174,740.4
2016-06-28,7.59,9.0,120,632.2
2016-06-29,3.09,7.6,181,953.9
2016-06-30,9.09,10.4,80,580.1
2016-07-01,5.16,7.7,178,752.6
2016-07-02,6.72,11.5,149,885.1
2016-07-03,4.90,6.8,186,760.1
2016-07-04,7.78,10.6,124,740.8
2016-07-05,6.33,10.9,159,911.9
2016-07-06,9.11,9.6,104,536.5
2016-07-07,8.79,6.8,103,379.8
2016-07-08,8.99,10.9,107,607.9
2016-07-09,7.59,9.6,139,673.2
2016-07-10,5.38,4.2,170,413.9
2016-07-11,7.17,7.6,127,531.8
2016-07-12,8.51,6.4,84,360.9
2016-07-13,9.08,10.6,80,594.6
2016-07-14,6.87,10.0,148,766.3
2016-07-15,3.30,9.6,180,1210.5
2016-07-16,6.38,9.4,159,786.8
2016-07-17,7.55,10.9,132,762.4
2016-07-18,4.05,10.5,182,1178.6
2016-07-19,8.50,8.3,111,465.7
2016-07-20,8.01,9.2,91,516.1
2016-07-21,8.96,8.0,81,448.7
2016-07-22,5.83,9.8,162,889.9
2016-07-23,4.33,10.6,187,1187.9
2016-07-24,5.04,14.0,179,1373.8
2016-07-25,5.01,9.5,170,929.8
2016-07-26,8.60,12.5,91,697.8
2016-07-27,6.49,5.7,156,477.8
2016-07-28,5.67,11.2,162,1017.0
2016-07-29,9.13,9.5,93,531.8
2016-07-30,6.46,7.5,159,626.3
2016-07-31,5.42,7.8,170,759.6
2016-08-01,5.89,6.0,167,542.2
2016-08-02,9.88,10.7,93,599.0
2016-08-03,9.59,8.6,98,482.4
2016-08-04,5.80,10.4,166,946.4
2016-08-05,4.87,7.2,187,809.9
2016-08-06,6.86,11.1,142,855.9
2016-08-07,5.12,11.4,177,1119.5
2016-08-08,6.42,11.4,152,954.8
2016-08-09,9.89,14.0,118,781.6
2016-08-10,7.75,11.6,137,813.8
2016-08-11,6.11,9.7,151,813.4
2016-08-12,7.66,10.2,128,715.8
2016-08-13,5.01,8.9,179,870.1
2016-08-14,7.40,9.1,125,640.0
2016-08-15,9.60,11.6,116,650.3
2016-08-16,7.65,8.2,124,574.8
2016-08-17,9.50,10.8,91,603.0
2016-08-18,8.27,12.4,97,696.0
2016-08-19,8.96,7.1,116,395.5
2016-08-20,6.39,11.2,155,938.0
2016-08-21,9.83,10.7,108,597.2
2016-08-22,9.56,11.3,88,631.8
2016-08-23,6.54,10.7,144,827.3
2016-08-24,7.73,10.2,125,717.1
2016-08-25,7.41,8.2,128,573.4
2016-08-26,8.15,10.3,98,574.3
2016-08-27,3.48,11.2,180,1413.1
2016-08-28,4.19,10.5,186,1175.2
2016-08-29,8.92,8.9,116,500.5
2016-08-30,6.77,7.4,149,571.6
2016-08-31,5.25,6.7,178,661.4
2016-09-01,8.91,10.2,117,572.1
2016-09-02,9.51,10.2,87,573.4
2016-09-03,5.01,8.4,172,820.4
2016-09-04,5.64,11.2,168,1021.2
2016-09-05,8.91,9.4,92,528.5
2016-09-06,6.42,8.8,155,743.4
2016-09-07,7.87,9.9,135,693.6
2016-09-08,10.00,11.7,92,654.6
2016-09-09,8.39,12.4,87,695.3
2016-09-10,6.95,9.8,143,751.7
2016-09-11,8.08,8.0,83,447.2
2016-09-12,6.22,16.5,156,1388.3
2016-09-13,8.56,8.4,104,469.4
2016-09-14,7.08,9.1,134,639.9
2016-09-15,5.00,10.8,175,1062.3
2016-09-16,4.02,10.2,185,1146.7
2016-09-17,9.54,7.3,82,406.7
2016-09-18,5.50,9.3,170,910.0
2016-09-19,5.14,9.6,175,943.6
2016-09-20,8.89,7.7,105,433.6
2016-09-21,3.20,9.2,181,1159.9
2016-09-22,7.63,10.9,125,762.2
2016-09-23,6.56,10.9,141,841.5
2016-09-24,7.36,8.5,125,592.1
2016-09-25,8.37,14.8,102,830.0
2016-09-26,7.08,7.8,134,546.2
2016-09-27,5.13,8.8,175,858.3
2016-09-28,6.07,10.1,157,846.8
2016-09-29,9.50,9.7,107,545.3
2016-09-30,5.01,12.7,178,1245.0
2016-10-01,3.76,8.9,182,1118.9
2016-10-02,7.12,6.7,120,466.5
2016-10-03,6.56,7.6,142,588.3
2016-10-04,6.61,9.0,147,690.2
2016-10-05,7.62,8.7,132,611.9
2016-10-06,8.65,7.0,103,393.9
2016-10-07,5.99,8.8,169,801.4
2016-10-08,6.89,8.1,141,627.4
2016-10-09,8.72,11.6,115,651.8
2016-10-10,6.66,9.5,143,731.4
2016-10-11,9.49,8.5,99,478.4
2016-10-12,6.90,12.2,142,939.9
2016-10-13,9.09,9.5,80,533.1
2016-10-14,8.76,9.4,82,528.4
2016-10-15,6.35,9.0,152,753.5
2016-10-16,8.63,8.4,99,472.9
2016-10-17,6.26,7.8,152,651.6
2016-10-18,7.58,13.6,131,953.5
2016-10-19,7.00,9.5,149,729.5
2016-10-20,9.23,11.1,84,620.2
2016-10-21,7.87,11.2,136,784.1
2016-10-22,9.11,8.4,93,468.7
2016-10-23,5.45,6.5,177,634.1
2016-10-24,9.09,6.0,93,338.1
2016-10-25,9.58,13.4,112,753.2
2016-10-26,7.20,6.9,138,481.8
2016-10-27,9.75,9.2,84,516.1
2016-10-28,7.31,7.0,139,487.7
2016-10-29,5.49,11.5,170,1131.1
2016-10-30,8.85,8.3,109,465.4
2016-10-31,4.21,6.7,185,746.8
2016-11-01,5.72,8.9,160,813.6
2016-11-02,7.08,9.0,132,631.8
2016-11-03,5.36,11.0,174,1075.5
2016-11-04,4.50,12.8,180,1437.6
2016-11-05,7.82,13.2,129,927.1
2016-11-06,9.09,11.9,110,664.6
2016-11-07,5.83,10.6,161,961.5
2016-11-08,3.51,5.2,186,656.7
2016-11-09,4.34,8.1,187,910.6
2016-11-10,6.98,7.4,142,570.7
2016-11-11,7.10,10.1,139,708.2
2016-11-12,5.22,12.0,170,1171.3
2016-11-13,5.70,7.1,166,650.4
2016-11-14,8.38,8.7,87,489.1
2016-11-15,6.19,11.2,153,941.6
2016-11-16,9.00,12.8,84,715.7
2016-11-17,5.87,10.9,160,990.6
2016-11-18,8.41,10.6,89,595.3
2016-11-19,7.33,10.8,139,756.6
2016-11-20,6.54,3.2,146,249.1
2016-11-21,5.30,10.8,179,1062.2
2016-11-22,9.70,9.6,119,535.0
2016-11-23,7.55,11.6,120,815.3
2016-11-24,9.98,10.8,94,603.7
2016-11-25,5.72,9.5,167,865.3
2016-11-26,8.01,11.2,91,628.8
2016-11-27,9.99,6.6,87,370.0
2016-11-28,9.85,9.7,102,545.3
2016-11-29,7.36,11.9,124,832.8
2016-11-30,5.42,10.8,171,1056.1
2016-12-01,6.48,10.8,158,904.4
2016-12-02,8.72,11.3,117,635.2
2016-12-03,6.33,5.7,151,475.1
2016-12-04,5.12,9.7,174,954.8
2016-12-05,8.18,11.2,88,628.3
2016-12-06,5.98,9.5,169,863.8
2016-12-07,5.50,13.1,167,1194.2
2016-12-08,3.70,13.4,180,1691.7
2016-12-09,5.34,10.7,170,1053.3
2016-12-10,6.24,9.6,154,809.6
2016-12-11,5.15,10.6,177,1039.4
2016-12-12,4.09,7.4,182,825.3
2016-12-13,7.02,12.3,120,863.6
2016-12-14,9.97,9.1,110,507.5
2016-12-15,5.40,9.9,176,968.6
2016-12-16,6.55,12.9,148,992.5
2016-12-17,6.54,7.6,141,581.9
2016-12-18,7.52,11.6,126,810.7
2016-12-19,6.68,10.6,149,817.1
2016-12-20,7.24,8.1,124,567.6
2016-12-21,8.80,10.5,94,585.5
2016-12-22,9.08,10.6,81,595.1
2016-12-23,4.54,9.6,181,1078.1
2016-12-24,8.31,10.8,97,604.1
2016-12-25,5.11,8.5,178,835.1
2016-12-26,9.61,10.3,112,574.3
2016-12-27,7.22,7.9,132,551.7
2016-12-28,6.07,9.4,158,785.8
2016-12-29,6.33,10.0,151,843.2
2016-12-30,7.06,6.3,121,440.5
2016-12-31,4.94,10.8,182,1215.0
2017-01-01,7.81,6.0,123,417.8
2017-01-02,7.80,9.4,127,658.4
2017-01-03,6.15,6.8,159,573.2
2017-01-04,5.46,6.0,179,592.5
2017-01-05,5.18,6.7,171,658.8
2017-01-06,5.73,11.0,167,1005.2
2017-01-07,3.63,14.2,189,1783.9
2017-01-08,5.40,10.0,171,980.2
2017-01-09,7.91,5.6,137,395.3
2017-01-10,5.49,13.6,176,1337.4
2017-01-11,8.82,9.2,94,517.0
2017-01-12,7.72,13.8,134,968.8
2017-01-13,8.34,9.0,114,504.8
2017-01-14,9.24,8.8,98,491.9
2017-01-15,9.44,10.1,87,565.3
2017-01-16,6.12,9.6,152,806.9
2017-01-17,6.26,12.9,154,1085.6
2017-01-18,5.04,11.0,171,1074.7
2017-01-19,6.95,8.9,148,682.1
2017-01-20,7.55,10.8,130,755.8
2017-01-21,5.34,12.7,175,1240.1
2017-01-22,5.85,12.0,162,1089.0
2017-01-23,6.01,12.7,150,1066.1
2017-01-24,9.26,8.8,88,494.8
2017-01-25,6.15,9.5,154,793.9
2017-01-26,4.98,7.3,187,820.1
2017-01-27,9.05,9.9,101,554.2
2017-01-28,7.50,8.8,138,619.4
2017-01-29,8.95,13.6,96,764.3
2017-01-30,6.31,10.2,157,853.3
2017-01-31,7.61,4.9,127,341.9
2017-02-01,6.23,9.5,155,799.5
2017-02-02,9.96,10.1,99,568.1
2017-02-03,6.27,11.4,151,956.8
2017-02-04,7.75,12.2,130,854.0
2017-02-05,8.90,9.2,90,516.5
2017-02-06,9.28,7.8,108,436.3
2017-02-07,5.62,10.6,162,966.2
2017-02-08,7.63,13.4,133,938.3
2017-02-09,5.42,11.4,175,1113.3
2017-02-10,8.17,8.0,119,450.8
2017-02-11,8.08,7.1,114,399.7
2017-02-12,7.01,8.7,123,605.6
2017-02-13,9.22,13.0,117,727.2
2017-02-14,9.31,12.7,89,709.4
2017-02-15,9.87,9.1,84,510.6
2017-02-16,8.63,10.1,88,565.1
2017-02-17,9.09,11.5,116,643.6
2017-02-18,6.35,10.6,158,892.3
2017-02-19,9.91,9.2,93,517.5
2017-02-20,5.15,10.1,179,989.2
2017-02-21,5.43,11.8,171,1160.7
2017-02-22,3.09,7.7,185,975.5
2017-02-23,6.98,10.7,148,825.2
2017-02-24,7.02,13.4,138,941.2
2017-02-25,9.91,10.7,86,601.9
2017-02-26,6.81,11.3,147,871.3
2017-02-27,6.25,9.6,152,805.1
2017-02-28,9.45,9.3,81,520.0
2017-03-01,6.87,10.2,143,787.0
2017-03-02,6.72,11.7,144,901.2
2017-03-03,8.52,9.3,98,522.7
2017-03-04,6.59,8.8,144,678.6
2017-03-05,7.97,10.6,133,745.0
2017-03-06,8.24,8.1,110,454.2
2017-03-07,8.09,10.2,84,573.6
2017-03-08,3.30,9.2,183,1156.0
2017-03-09,6.87,10.8,141,832.5
2017-03-10,5.07,10.1,178,985.9
2017-03-11,3.64,13.1,185,1654.9
2017-03-12,7.83,9.1,130,635.1
2017-03-13,9.88,10.0,96,559.5
2017-03-14,6.11,9.8,159,820.4
2017-03-15,8.27,11.5,86,644.4
2017-03-16,5.51,9.6,162,875.3
2017-03-17,9.93,11.4,104,639.1
2017-03-18,8.25,10.4,86,583.8
2017-03-19,7.86,11.1,135,776.6
2017-03-20,5.94,11.5,162,1050.3
2017-03-21,5.02,12.3,177,1203.3
2017-03-22,3.41,9.9,182,1249.1
2017-03-23,9.24,8.8,83,493.6
2017-03-24,5.36,10.6,172,1034.5
2017-03-25,8.34,8.8,108,495.4
2017-03-26,8.96,13.0,94,726.7
2017-03-27,5.45,13.5,174,1318.4
2017-03-28,7.56,6.9,124,480.3
2017-03-29,8.83,9.2,83,513.2
2017-03-30,8.73,12.4,119,696.9
2017-03-31,9.24,10.4,107,583.7
2017-04-01,9.85,9.5,100,534.5
2017-04-02,5.80,12.1,167,1098.9
2017-04-03,5.43,12.3,174,1206.3
2017-04-04,6.43,11.0,152,921.3
2017-04-05,9.24,13.9,106,780.0
2017-04-06,9.72,7.7,115,431.8
2017-04-07,8.13,11.8,117,658.5
2017-04-08,5.72,10.0,160,913.5
2017-04-09,8.58,6.4,90,361.2
2017-04-10,5.40,6.2,178,610.8
2017-04-11,9.64,11.1,111,621.0
2017-04-12,9.84,7.5,98,417.3
2017-04-13,6.33,9.8,156,821.7
2017-04-14,6.06,12.1,154,1020.2
2017-04-15,4.97,9.5,182,1067.5
2017-04-16,8.77,9.6,119,540.0
2017-04-17,3.54,13.0,182,1634.1
2017-04-18,5.55,7.4,160,672.7
2017-04-19,8.00,8.2,122,573.6
2017-04-20,9.16,10.7,85,600.3
2017-04-21,6.49,12.1,151,1017.1
2017-04-22,9.94,10.9,89,610.2
2017-04-23,5.13,8.6,172,847.4
2017-04-24,6.20,11.1,150,934.7
2017-04-25,7.66,10.3,133,719.6
2017-04-26,7.76,7.4,122,519.3
2017-04-27,4.12,9.7,183,1091.9
2017-04-28,6.93,13.1,141,1008.0
2017-04-29,9.79,11.9,80,664.1
2017-04-30,3.99,9.2,187,1159.6
2017-05-01,9.96,10.3,83,574.7
2017-05-02,9.19,9.1,115,507.0
2017-05-03,5.60,9.8,166,889.0
2017-05-04,9.71,9.8,104,548.1
2017-05-05,7.86,5.6,130,391.5
2017-05-06,5.78,10.8,167,979.4
2017-05-07,7.65,14.2,137,997.4
2017-05-08,9.27,13.5,117,758.1
2017-05-09,5.29,14.6,173,1427.3
2017-05-10,6.57,12.6,142,971.7
2017-05-11,6.43,9.1,159,767.4
2017-05-12,6.53,10.9,142,841.3
2017-05-13,7.09,8.1,124,567.6
2017-05-14,8.97,9.9,95,553.0
2017-05-15,7.81,13.5,135,945.7
2017-05-16,7.70,10.4,132,727.1
2017-05-17,7.28,8.0,131,558.4
2017-05-18,8.32,11.0,87,614.2
2017-05-19,8.02,7.1,104,398.7
2017-05-20,5.69,9.9,161,903.3
2017-05-21,9.84,8.8,81,493.8
2017-05-22,8.24,8.6,86,483.0
2017-05-23,8.12,11.5,112,643.6
2017-05-24,8.89,10.4,114,582.0
2017-05-25,7.15,8.9,120,620.1
2017-05-26,8.15,8.9,83,499.9
2017-05-27,8.55,12.7,94,710.4
2017-05-28,8.91,9.7,109,544.8
2017-05-29,8.72,7.3,113,406.4
2017-05-30,5.93,10.1,167,919.3
2017-05-31,6.47,6.4,156,536.7
2017-06-01,5.48,8.2,176,806.9
2017-06-02,5.25,9.8,171,959.5
2017-06-03,8.30,9.4,100,527.7
2017-06-04,7.21,5.2,133,365.4
2017-06-05,5.57,11.2,169,1015.4
2017-06-06,8.95,13.3,115,746.6
2017-06-07,8.32,8.6,84,478.9
2017-06-08,6.90,9.7,148,747.9
2017-06-09,8.34,11.4,115,635.9
2017-06-10,5.19,11.3,170,1104.6
2017-06-11,9.86,10.5,111,590.3
2017-06-12,7.67,9.7,137,677.1
2017-06-13,8.28,6.7,98,373.7
2017-06-14,5.01,9.3,170,913.0
2017-06-15,8.94,12.7,101,708.8
2017-06-16,8.68,7.5,116,419.3
2017-06-17,8.93,9.1,119,508.5
2017-06-18,6.62,11.8,148,906.6
2017-06-19,6.29,8.8,154,739.3
2017-06-20,6.95,9.4,146,720.9
2017-06-21,5.96,8.4,169,767.4
2017-06-22,8.14,10.2,115,572.9
2017-06-23,6.46,15.0,159,1256.2
2017-06-24,6.39,10.4,155,871.3
2017-06-25,6.61,10.3,148,795.9
2017-06-26,5.36,9.4,175,920.2
2017-06-27,6.12,8.6,152,718.7
2017-06-28,7.18,10.2,135,712.5
2017-06-29,6.97,12.1,141,935.3
2017-06-30,9.16,10.7,87,599.4
2017-07-01,5.83,10.9,160,994.9
2017-07-02,9.89,7.5,111,420.3
2017-07-03,7.04,10.1,130,707.1
2017-07-04,7.44,10.1,124,709.7
2017-07-05,5.12,9.0,174,879.7
2017-07-06,9.23,12.6,89,703.5
2017-07-07,9.96,7.6,116,426.6
2017-07-08,9.69,6.0,112,334.4
2017-07-09,5.48,10.3,171,1013.2
2017-07-10,4.68,8.9,182,995.8
2017-07-11,5.41,7.4,173,727.2
2017-07-12,5.44,6.3,178,616.7
2017-07-13,5.50,10.8,161,983.0
2017-07-14,6.59,8.4,143,646.3
2017-07-15,8.19,10.4,87,581.5
2017-07-16,7.11,10.9,123,759.6
2017-07-17,7.66,8.4,129,590.4
2017-07-18,9.65,11.1,82,623.7
2017-07-19,6.83,9.1,144,700.0
2017-07-20,5.49,10.6,171,1035.2
2017-07-21,4.09,8.4,182,945.6
2017-07-22,3.06,8.5,186,1067.3
2017-07-23,9.67,9.2,104,514.1
2017-07-24,9.12,12.0,102,669.5
2017-07-25,4.57,11.8,184,1325.9
2017-07-26,5.46,9.1,174,892.5
2017-07-27,7.18,9.9,125,693.8
2017-07-28,3.24,13.1,189,1654.8
2017-07-29,9.82,13.1,92,732.5
2017-07-30,6.52,10.3,142,793.4
2017-07-31,9.91,9.8,102,549.0
2017-08-01,9.69,5.5,94,306.7
2017-08-02,8.35,9.4,83,525.2
2017-08-03,8.08,10.2,117,570.6
2017-08-04,8.40,12.3,94,689.7
2017-08-05,9.63,12.4,91,692.8
2017-08-06,7.10,10.2,133,713.3
2017-08-07,6.17,9.3,155,781.3
2017-08-08,7.33,12.0,139,840.1
2017-08-09,5.77,10.2,163,928.2
2017-08-10,9.94,10.8,92,606.7
2017-08-11,9.28,10.3,92,574.6
2017-08-12,8.36,14.3,91,803.3
2017-08-13,6.34,7.6,155,641.1
